county_id,county_name,j,k,direct_h2_revenue,sensitivity_h2_revenue,h2_revenue_diff,h2_revenue_diff_pct,direct_pv_revenue,sensitivity_pv_revenue,pv_revenue_diff,pv_revenue_diff_pct,direct_other_revenue,sensitivity_other_revenue,other_revenue_diff,other_revenue_diff_pct,direct_total_revenue,sensitivity_total_revenue,total_revenue_diff,total_revenue_diff_pct
10,安图县,0,0,12267649.281671746,12267649.281671746,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,12436968.399361486,99544945.58003193,87107977.18067044,700.3955818135115
10,安图县,0,1,12267649.281671746,12267649.281671746,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,12436968.399361486,99544945.58003193,87107977.18067044,700.3955818135115
10,安图县,0,2,12267649.281671746,12267649.281671746,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,12436968.399361486,99544945.58003193,87107977.18067044,700.3955818135115
10,安图县,1,0,15485862.609896969,15485862.609896969,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,15655181.727586709,102763158.90825716,87107977.18067044,556.4162632949415
10,安图县,1,1,15485862.609896969,15485862.609896969,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,15655181.727586709,102763158.90825716,87107977.18067044,556.4162632949415
10,安图县,1,2,15485862.609896969,15485862.609896969,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,15655181.727586709,102763158.90825716,87107977.18067044,556.4162632949415
10,安图县,3,0,31947003.33768684,31947003.33768684,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,32116322.45537658,119224299.63604702,87107977.18067044,271.2264995523724
10,安图县,3,1,31947003.33768684,31947003.33768684,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,32116322.45537658,119224299.63604702,87107977.18067044,271.2264995523724
10,安图县,3,2,31947003.33768684,31947003.33768684,0.0,0.0,0,87107977.18067044,87107977.18067044,inf,169319.11768974026,169319.11768974026,0.0,0.0,32116322.45537658,119224299.63604702,87107977.18067044,271.2264995523724
11,香格里拉市,0,0,12407541.962487837,12407541.962487837,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,12578791.890615925,90699777.97192997,78120986.08131404,621.0531723606473
11,香格里拉市,0,1,12407541.962487837,12407541.962487837,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,12578791.890615925,90699777.97192997,78120986.08131404,621.0531723606473
11,香格里拉市,0,2,12407541.962487837,12407541.962487837,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,12578791.890615925,90699777.97192997,78120986.08131404,621.0531723606473
11,香格里拉市,1,0,13888175.303344717,13888175.303344717,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,14059425.231472805,92180411.31278685,78120986.08131404,555.6485047940358
11,香格里拉市,1,1,13888175.303344717,13888175.303344717,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,14059425.231472805,92180411.31278685,78120986.08131404,555.6485047940358
11,香格里拉市,1,2,13888175.303344717,13888175.303344717,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,14059425.231472805,92180411.31278685,78120986.08131404,555.6485047940358
11,香格里拉市,3,0,32311307.19397874,32311307.19397874,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,32482557.122106828,110603543.20342088,78120986.08131406,240.50134288272162
11,香格里拉市,3,1,32311307.19397874,32311307.19397874,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,32482557.122106828,110603543.20342088,78120986.08131406,240.50134288272162
11,香格里拉市,3,2,32311307.19397874,32311307.19397874,0.0,0.0,0,78120986.08131404,78120986.08131404,inf,171249.92812808734,171249.92812808734,0.0,0.0,32482557.122106828,110603543.20342088,78120986.08131406,240.50134288272162
12,周至县,0,0,9902490.31358885,9902490.31358885,0.0,0.0,0,62107181.43554008,62107181.43554008,inf,136674.99651567946,136674.99651567946,0.0,0.0,10039165.31010453,72146346.74564461,62107181.43554008,618.6488569226818
12,周至县,0,1,9902490.31358885,9902490.31358885,0.0,0.0,0,62107181.43554008,62107181.43554008,inf,136674.99651567946,136674.99651567946,0.0,0.0,10039165.31010453,72146346.74564461,62107181.43554008,618.6488569226818
12,周至县,0,2,9902490.31358885,9902490.31358885,0.0,0.0,0,62107181.43554008,62107181.43554008,inf,136674.99651567946,136674.99651567946,0.0,0.0,10039165.31010453,72146346.74564461,62107181.43554008,618.6488569226818
12,周至县,1,0,11041276.69965157,11041276.69965157,0.0,0.0,0,62107181.43554008,62107181.43554008,inf,136674.99651567946,136674.99651567946,0.0,0.0,11177951.69616725,73285133.13170733,62107181.43554008,555.6222027407373
